tr,trp1,trp2,trp3,sigma,pi1,pi2,pi3,phi
-0.569751,-0.00662727,0.00389774,-0.00324608,2.55576,0.0330119,-0.0188754,0.017212,2.5561
-0.577402,-0.00675436,0.00388077,-0.00344451,2.55807,0.0327015,-0.0186557,0.0170761,2.5584
-0.576863,-0.00667807,0.00364971,-0.00344254,2.5595,0.0323877,-0.018478,0.0169492,2.55983
-0.575012,-0.0062711,0.00370958,-0.00343665,2.56081,0.0321002,-0.0182713,0.0167936,2.56114
-0.57763,-0.00660365,0.00375466,-0.00348906,2.56199,0.0318231,-0.0181081,0.0166546,2.56231
-0.572753,-0.00626883,0.00368434,-0.00340343,2.56339,0.0315737,-0.0179168,0.0164918,2.5637
-0.576766,-0.00632552,0.00373862,-0.00324224,2.56453,0.0312758,-0.0177655,0.0163244,2.56483
-0.579907,-0.00655789,0.00367156,-0.00327349,2.56552,0.0310092,-0.0176124,0.0161721,2.56582
-0.573616,-0.00655845,0.00347191,-0.00316995,2.56623,0.0307506,-0.0174798,0.0160176,2.56653
-0.575745,-0.0065135,0.0035123,-0.00300047,2.56706,0.0304802,-0.0173229,0.0158399,2.56735
-0.57649,-0.00629973,0.00350717,-0.00311377,2.56809,0.0302213,-0.0171515,0.0157188,2.56837
-0.575413,-0.0058902,0.00366151,-0.00325591,2.56898,0.0299714,-0.0169881,0.0155899,2.56926
-0.570778,-0.00606407,0.00342488,-0.00322866,2.56955,0.0297044,-0.0168032,0.0154499,2.56982
-0.575552,-0.00615907,0.00336284,-0.00289093,2.57038,0.029454,-0.0166528,0.0153169,2.57064
-0.56867,-0.00612939,0.00337974,-0.00308386,2.57057,0.0291616,-0.0165135,0.015184,2.57084
-0.570412,-0.00593244,0.00331371,-0.00297091,2.57109,0.028913,-0.0163986,0.015051,2.57135
-0.56723,-0.00596983,0.00341927,-0.00319957,2.57193,0.028659,-0.016283,0.0149329,2.57219
-0.578038,-0.00586356,0.00339043,-0.00295442,2.57223,0.028397,-0.0161579,0.0147593,2.57248
-0.56975,-0.00592094,0.00303745,-0.00317441,2.57277,0.0281429,-0.0160042,0.0146668,2.57302
-0.575908,-0.0059061,0.00312407,-0.00303035,2.57345,0.0278927,-0.0158405,0.0145411,2.57369
-0.570208,-0.00581272,0.00308734,-0.00299387,2.57401,0.0276261,-0.0156974,0.0144026,2.57425
-0.570293,-0.00563955,0.00313954,-0.00308219,2.5737,0.0273977,-0.01558,0.0142717,2.57393
-0.573988,-0.00546368,0.0031032,-0.00294604,2.5746,0.0271533,-0.0154438,0.0141435,2.57483
-0.572004,-0.00552169,0.0031645,-0.00299393,2.57479,0.0269072,-0.0153136,0.0140217,2.57502
-0.571943,-0.005545,0.00314733,-0.00275504,2.57498,0.026666,-0.0151924,0.013894,2.5752
-0.569848,-0.00529997,0.00318587,-0.00281091,2.57502,0.0264152,-0.015051,0.0137528,2.57524
-0.567613,-0.00550071,0.00306842,-0.00265224,2.5756,0.0262061,-0.0149258,0.0136165,2.57582
-0.575151,-0.00534042,0.00303629,-0.00276612,2.5762,0.025987,-0.0147939,0.0134813,2.57641
-0.578983,-0.00549284,0.0029852,-0.00261004,2.57609,0.0257517,-0.0146462,0.0133811,2.5763
-0.583442,-0.00518232,0.00306994,-0.0028331,2.57634,0.0255132,-0.0145139,0.0132767,2.57654
-0.577536,-0.00509809,0.00298028,-0.00258601,2.57697,0.0252854,-0.0143823,0.0131727,2.57717
-0.57648,-0.00504094,0.00309762,-0.00261555,2.57692,0.0250679,-0.0142417,0.013067,2.57711
-0.576714,-0.00512523,0.00284128,-0.00257282,2.57745,0.0248371,-0.014124,0.0129323,2.57764
-0.572733,-0.00508292,0.00287569,-0.00265399,2.57701,0.024629,-0.0140226,0.0128355,2.57719
-0.578208,-0.00515388,0.00275744,-0.00258812,2.57749,0.0244285,-0.013874,0.0127134,2.57767
-0.579322,-0.0050121,0.00282959,-0.00252144,2.57771,0.0241918,-0.0137556,0.0125869,2.57789
-0.588514,-0.00510456,0.00277796,-0.00254959,2.57777,0.0239768,-0.013651,0.0124788,2.57795
-0.572784,-0.00486136,0.00278004,-0.00241644,2.57794,0.0237611,-0.0135364,0.0123709,2.57812
-0.572395,-0.00482865,0.00289546,-0.00245348,2.57812,0.0235457,-0.013425,0.0122584,2.57829
-0.574515,-0.00478493,0.00268911,-0.00251284,2.57819,0.0233331,-0.0133059,0.0121632,2.57835
-0.569232,-0.004784,0.0027179,-0.0023333,2.57823,0.0231221,-0.0131837,0.0120531,2.57839
-0.578288,-0.0046143,0.00277131,-0.00240047,2.57866,0.0229122,-0.0130712,0.0119294,2.57882
-0.574563,-0.00462915,0.0026176,-0.00243346,2.57871,0.0227124,-0.0129586,0.0118232,2.57887
-0.587092,-0.00473818,0.00270193,-0.00243807,2.57894,0.0225331,-0.0128494,0.0117096,2.57909
-0.577412,-0.00457305,0.00254443,-0.002375,2.57892,0.0223264,-0.0127427,0.0116016,2.57907
-0.568443,-0.0045616,0.00262269,-0.00232354,2.5789,0.0221404,-0.012641,0.0114986,2.57905
-0.573285,-0.00441401,0.00267774,-0.00224485,2.57925,0.0219464,-0.0125255,0.0113987,2.5794
-0.569933,-0.00444287,0.00255507,-0.0022927,2.57889,0.0217521,-0.0124121,0.0112968,2.57904
-0.572348,-0.00442676,0.00247836,-0.00222902,2.57908,0.0215685,-0.0123049,0.0112057,2.57923
-0.57178,-0.00436264,0.00267057,-0.00213621,2.57895,0.0213745,-0.012198,0.0111079,2.57909
-0.575983,-0.00432664,0.00249197,-0.00214751,2.5798,0.0211922,-0.0120905,0.0110088,2.57994
-0.574037,-0.00433959,0.00250341,-0.00234906,2.57977,0.021008,-0.0119827,0.0109108,2.57991
-0.571295,-0.00433642,0.00247873,-0.00229609,2.57959,0.02082,-0.0118682,0.01081,2.57972
-0.578045,-0.0041853,0.00240871,-0.00218285,2.57973,0.0206437,-0.0117615,0.0106997,2.57986
-0.579887,-0.00420339,0.00237018,-0.00222244,2.58,0.0204612,-0.0116532,0.0105953,2.58013
-0.575748,-0.00414853,0.0023112,-0.00206732,2.5799,0.0202756,-0.0115444,0.0104907,2.58002
-0.581222,-0.00408203,0.00238269,-0.00220362,2.58053,0.0201031,-0.0114353,0.0104058,2.58065
-0.584763,-0.0041217,0.00227752,-0.00215232,2.58003,0.0199239,-0.0113464,0.0103151,2.58015
-0.581823,-0.00402202,0.00230552,-0.00203987,2.58018,0.0197505,-0.0112526,0.0102268,2.5803
-0.57554,-0.00396731,0.00225671,-0.0020738,2.5801,0.0195699,-0.0111427,0.0101259,2.58022
-0.578663,-0.00392508,0.00237816,-0.0020132,2.58011,0.0193967,-0.0110469,0.0100268,2.58022
-0.579755,-0.00410145,0.00225932,-0.00200848,2.5803,0.0192181,-0.0109351,0.00994434,2.58041
-0.589027,-0.00384585,0.00225197,-0.00201865,2.5807,0.0190431,-0.0108467,0.0098499,2.58081
-0.582864,-0.00389435,0.00215705,-0.00200508,2.5805,0.0188661,-0.0107639,0.00975775,2.58061
-0.571072,-0.00390943,0.00211979,-0.00188056,2.5804,0.0186968,-0.0106624,0.00966278,2.58051
-0.570661,-0.00384274,0.00212753,-0.00202736,2.58042,0.0185299,-0.0105761,0.00956936,2.58053
-0.576897,-0.00386872,0.00215428,-0.00193452,2.58039,0.0183758,-0.0104823,0.00948893,2.58049
-0.571023,-0.00379405,0.00210377,-0.00202166,2.58032,0.0182184,-0.0103886,0.00941828,2.58042
-0.572433,-0.00368431,0.00205599,-0.0019166,2.58061,0.0180615,-0.0103005,0.00932456,2.58071
-0.577607,-0.00359819,0.00213772,-0.00186998,2.58085,0.0179005,-0.0102098,0.00923019,2.58095
-0.582838,-0.00369179,0.00203313,-0.00186591,2.58093,0.0177452,-0.010115,0.00914856,2.58102
-0.578432,-0.00357872,0.00204911,-0.00183206,2.58091,0.0175801,-0.0100259,0.00907128,2.58101
-0.582532,-0.00365283,0.0020754,-0.00194898,2.58109,0.0174159,-0.00994303,0.00900501,2.58118
-0.575943,-0.00350002,0.00204725,-0.00177574,2.58069,0.0172649,-0.00985133,0.00893615,2.58078
-0.573195,-0.00355563,0.00214938,-0.00178592,2.58075,0.0171114,-0.00976885,0.00886256,2.58084
-0.572339,-0.0034844,0.00196768,-0.00184444,2.58059,0.0169678,-0.00968095,0.00877675,2.58068
-0.576152,-0.00349309,0.00201164,-0.00178641,2.58091,0.0168287,-0.00959496,0.00870452,2.581
-0.576224,-0.00344348,0.0019623,-0.00182597,2.58096,0.0166838,-0.00950741,0.0086343,2.58105
-0.583525,-0.00338857,0.00193352,-0.00181163,2.58115,0.0165521,-0.00942224,0.00855839,2.58124
-0.572182,-0.00338274,0.00191495,-0.00171247,2.58107,0.0164065,-0.00933638,0.00848666,2.58115
-0.575389,-0.00334275,0.00182299,-0.00171831,2.58133,0.0162643,-0.00925962,0.00841334,2.58141
-0.578038,-0.00325678,0.00190389,-0.00177372,2.58128,0.0161224,-0.00918461,0.00833707,2.58136
-0.568453,-0.0033452,0.00184688,-0.00170501,2.58114,0.0159737,-0.00911126,0.00826142,2.58122
-0.568468,-0.00324481,0.00187703,-0.00168286,2.58147,0.0158416,-0.00904357,0.00819553,2.58155
-0.575646,-0.00322396,0.00178294,-0.00162254,2.58118,0.0157041,-0.00896787,0.00813814,2.58126
-0.574275,-0.00320184,0.00182244,-0.00163881,2.58102,0.0155626,-0.00888916,0.00807547,2.5811
-0.571937,-0.00320565,0.00176341,-0.0016398,2.58106,0.0154253,-0.00880603,0.00800388,2.58113
-0.571263,-0.00313913,0.00170255,-0.00161388,2.5812,0.0152931,-0.00873446,0.00793185,2.58127
-0.569324,-0.0030127,0.00179378,-0.00162077,2.58128,0.0151586,-0.00866256,0.00786541,2.58135
-0.579761,-0.00306561,0.00174343,-0.00156708,2.58172,0.0150264,-0.00858368,0.00779579,2.58179
-0.585438,-0.0030616,0.00179011,-0.00168756,2.58142,0.014898,-0.00850441,0.00772505,2.58149
-0.575006,-0.00299107,0.00173548,-0.00158091,2.58135,0.0147622,-0.00842708,0.00765893,2.58142
-0.570996,-0.00297834,0.00175216,-0.00158967,2.58142,0.0146316,-0.00836158,0.00759542,2.58149
-0.585218,-0.00292681,0.00162888,-0.00159622,2.58118,0.0145015,-0.0082839,0.00751949,2.58124
-0.582109,-0.00304196,0.00175446,-0.00146023,2.58162,0.0143695,-0.0082095,0.00744931,2.58168
-0.579713,-0.00294541,0.00164527,-0.00152247,2.58152,0.0142479,-0.00813178,0.00738144,2.58158
-0.574951,-0.00286613,0.00166084,-0.00144727,2.5816,0.0141216,-0.00806695,0.00732275,2.58166
-0.576261,-0.00286572,0.00165672,-0.00144767,2.58173,0.0140002,-0.00799359,0.00726459,2.58179
-0.573462,-0.00280074,0.00158389,-0.00144231,2.58158,0.0138711,-0.00792428,0.00719418,2.58164
-0.584495,-0.00284204,0.00167364,-0.00142569,2.58166,0.0137478,-0.00786198,0.00712854,2.58172
-0.576786,-0.00280776,0.00160676,-0.00142509,2.58173,0.0136309,-0.00779622,0.00706469,2.58179
-0.575437,-0.00272589,0.00159169,-0.00143186,2.58111,0.0135128,-0.00773274,0.00700337,2.58117
-0.576172,-0.00275851,0.00155993,-0.00138527,2.58172,0.013391,-0.00765666,0.0069369,2.58178
-0.579654,-0.00269886,0.00155928,-0.0013984,2.5817,0.0132671,-0.00758351,0.00687924,2.58175
-0.576045,-0.00268954,0.001527,-0.00142269,2.58126,0.0131514,-0.00752024,0.00682,2.58131
-0.579996,-0.00270094,0.0015941,-0.00144042,2.58158,0.013035,-0.00745331,0.00676439,2.58164
-0.583036,-0.00267259,0.00157008,-0.00139732,2.58176,0.0129157,-0.00739101,0.0067086,2.58181
-0.567523,-0.00261944,0.00145292,-0.00131997,2.58169,0.0127996,-0.00732736,0.0066474,2.58174
-0.565323,-0.00257849,0.00148314,-0.00131895,2.5815,0.0126864,-0.0072637,0.00658582,2.58155
-0.576729,-0.00257891,0.00148314,-0.0013657,2.58173,0.012572,-0.00720487,0.00652652,2.58178
-0.574203,-0.00253051,0.00144373,-0.00128088,2.58137,0.0124629,-0.00714612,0.00646867,2.58142
-0.56933,-0.00252912,0.00146148,-0.00134761,2.58171,0.0123559,-0.00708684,0.00641935,2.58175
-0.574052,-0.00247155,0.00141188,-0.00125963,2.58153,0.0122454,-0.00702738,0.00636057,2.58157
-0.569136,-0.00245953,0.001463,-0.00134674,2.5816,0.0121401,-0.00696832,0.00630243,2.58164
-0.574731,-0.00251368,0.00142355,-0.00123641,2.58132,0.0120371,-0.00690866,0.00624174,2.58136
-0.573902,-0.00248013,0.00139111,-0.00131614,2.58145,0.011935,-0.00684849,0.00618376,2.5815
-0.570076,-0.00244047,0.00138317,-0.00123897,2.58166,0.0118347,-0.00678971,0.00612826,2.5817
-0.575467,-0.00240114,0.00137997,-0.00126449,2.58156,0.011727,-0.00672447,0.00608142,2.5816
-0.576129,-0.00235706,0.00132824,-0.00128298,2.582,0.0116215,-0.00666782,0.00603421,2.58204
-0.579369,-0.00239506,0.00136296,-0.00123988,2.58194,0.0115233,-0.006613,0.0059835,2.58198
-0.57708,-0.0023309,0.00130848,-0.00125829,2.58206,0.0114243,-0.00655752,0.00594013,2.5821
-0.572326,-0.00231235,0.00132663,-0.00123984,2.58168,0.0113203,-0.00649676,0.00589374,2.58172
-0.577561,-0.00233326,0.00131386,-0.00122343,2.58194,0.01122,-0.00644615,0.0058446,2.58198
-0.572545,-0.00227868,0.00132043,-0.0011819,2.58172,0.0111165,-0.00638764,0.00579041,2.58175
-0.577553,-0.00220744,0.00127541,-0.00116252,2.582,0.0110207,-0.00633108,0.00574222,2.58204
-0.58276,-0.00226826,0.00128751,-0.00115784,2.5815,0.0109242,-0.00627569,0.00569841,2.58154
-0.574977,-0.00220411,0.00124739,-0.00115621,2.58193,0.010832,-0.00622555,0.00564836,2.58196
-0.563748,-0.00219947,0.00125399,-0.00114412,2.58109,0.010737,-0.00617601,0.00559919,2.58112
-0.568388,-0.00217345,0.0012545,-0.00115081,2.58158,0.0106417,-0.00612116,0.00555276,2.58161
-0.579293,-0.00217081,0.00127679,-0.00113678,2.58159,0.010552,-0.00607358,0.00550999,2.58163
-0.579131,-0.00214833,0.00124055,-0.00113948,2.58169,0.0104581,-0.00602143,0.00546677,2.58172
-0.572622,-0.00212267,0.00123046,-0.00110044,2.58167,0.0103672,-0.00596685,0.00542238,2.58171
-0.568234,-0.00211513,0.00120076,-0.0010505,2.58166,0.0102825,-0.00591704,0.00537314,2.58169
-0.579729,-0.00208603,0.00123149,-0.0011106,2.58198,0.0101948,-0.00587065,0.00532644,2.58201
-0.576859,-0.00211574,0.00118231,-0.00106855,2.58193,0.0101079,-0.00582055,0.00528162,2.58196
-0.57405,-0.00204962,0.0011762,-0.00108413,2.58194,0.0100196,-0.00576376,0.00523259,2.58197
-0.581158,-0.00203318,0.00120242,-0.00108803,2.58193,0.00992947,-0.00571512,0.0051837,2.58196
-0.57491,-0.00198089,0.00115545,-0.00107201,2.5818,0.00983668,-0.00566398,0.00513877,2.58183
-0.56633,-0.00198908,0.00116044,-0.00101715,2.58175,0.00975022,-0.00561338,0.00509024,2.58177
-0.575848,-0.00199593,0.00114789,-0.00107026,2.58188,0.00966746,-0.00556577,0.00504851,2.5819
-0.585465,-0.00197402,0.0011601,-0.00100994,2.58218,0.00958014,-0.00551619,0.00500213,2.5822
-0.572161,-0.00194603,0.00114325,-0.00102713,2.58183,0.00949242,-0.00546758,0.00496003,2.58186
-0.571319,-0.00191008,0.00112168,-0.00102525,2.58179,0.00940883,-0.00541902,0.00491602,2.58182
-0.571666,-0.00191321,0.00110983,-0.000978677,2.58204,0.0093263,-0.00537068,0.00487298,2.58206
-0.575692,-0.00193883,0.00110672,-0.000993616,2.58204,0.00924359,-0.00532084,0.00482957,2.58207
-0.573292,-0.00191353,0.00108444,-0.000961933,2.58187,0.00916158,-0.00527377,0.00478846,2.5819
-0.588575,-0.00188507,0.00107774,-0.000978584,2.58203,0.00908243,-0.00522914,0.00474751,2.58205
-0.578613,-0.00183477,0.00103567,-0.000983896,2.58183,0.00900701,-0.00518256,0.00470579,2.58185
-0.576641,-0.0018152,0.00107863,-0.000966639,2.58196,0.00892862,-0.00513981,0.00466874,2.58198
-0.570841,-0.00181777,0.00103583,-0.00093167,2.58188,0.00885137,-0.00509637,0.00462328,2.5819
-0.577588,-0.00178583,0.00104184,-0.000929843,2.58222,0.0087689,-0.00505062,0.00458204,2.58225
-0.578337,-0.00179608,0.00102344,-0.000932061,2.58192,0.0086915,-0.00500868,0.00454253,2.58194
-0.575511,-0.00179633,0.00103718,-0.000915587,2.58176,0.00861497,-0.00496522,0.00450201,2.58178
-0.581995,-0.00177817,0.000993841,-0.000959594,2.58188,0.00854303,-0.00492478,0.00446531,2.5819
-0.576257,-0.00171161,0.000975638,-0.000922797,2.58211,0.00846913,-0.00487903,0.00441883,2.58213
-0.577197,-0.00170283,0.000965117,-0.00090865,2.58183,0.0083913,-0.00483556,0.00438041,2.58185
-0.583436,-0.00173062,0.00100181,-0.000855798,2.58211,0.0083202,-0.00479041,0.00434463,2.58213
-0.576309,-0.00169987,0.000970742,-0.000871408,2.58215,0.00824518,-0.00474216,0.00430819,2.58217
-0.574318,-0.00165456,0.000971417,-0.000846836,2.5823,0.00817041,-0.00469798,0.00427311,2.58232
-0.578748,-0.00166906,0.000951777,-0.000870931,2.58215,0.00809426,-0.00465655,0.00423493,2.58217
-0.58272,-0.00165932,0.000955038,-0.00085892,2.58225,0.00802316,-0.00461525,0.00420177,2.58227
-0.585075,-0.00164605,0.000929697,-0.000859909,2.58188,0.00795178,-0.00457486,0.00416298,2.5819
-0.578139,-0.0016162,0.000922385,-0.000860459,2.58209,0.00788277,-0.00453706,0.00412695,2.58211
-0.578886,-0.00159327,0.000929202,-0.000870133,2.5815,0.00781484,-0.00449837,0.00409008,2.58152
-0.575799,-0.00158088,0.000925293,-0.000838823,2.58184,0.00774572,-0.00445847,0.00405258,2.58186
-0.573846,-0.00157375,0.000910648,-0.00084912,2.58201,0.0076762,-0.00442016,0.0040183,2.58203
-0.574643,-0.00155086,0.000881144,-0.000825837,2.58199,0.0076114,-0.0043844,0.00398242,2.58201
-0.579136,-0.00155206,0.000908759,-0.000818289,2.58199,0.00754702,-0.00434797,0.00394593,2.582
-0.57807,-0.00154502,0.000879289,-0.000801726,2.58198,0.00747761,-0.00430849,0.00391078,2.582
-0.575131,-0.00153689,0.000868601,-0.00080255,2.58187,0.00741477,-0.0042693,0.00387524,2.58189
-0.578254,-0.00149746,0.000866142,-0.000791194,2.58205,0.00734913,-0.00423498,0.00383996,2.58207
-0.572143,-0.00147497,0.000877334,-0.000784243,2.58188,0.00728479,-0.0041989,0.00380458,2.58189
-0.575376,-0.00148294,0.000846562,-0.00077022,2.58225,0.00722341,-0.00416322,0.00377073,2.58226
-0.582717,-0.00149072,0.000841913,-0.000776278,2.58192,0.00716059,-0.00412728,0.00373624,2.58193
-0.568951,-0.00147922,0.000843574,-0.000765982,2.58182,0.00710171,-0.00409445,0.00370305,2.58183
-0.570955,-0.00143574,0.000848788,-0.000760192,2.58198,0.00704123,-0.00405765,0.0036714,2.58199
-0.577295,-0.00145992,0.000832934,-0.000728256,2.58197,0.00698096,-0.00402134,0.00363555,2.58199
-0.575687,-0.00142048,0.000813842,-0.000744935,2.58217,0.00691804,-0.00398606,0.00360291,2.58219
-0.575517,-0.00140589,0.000802586,-0.000730861,2.58227,0.00685685,-0.00395089,0.00357138,2.58228
-0.57872,-0.00138454,0.000815638,-0.000718755,2.58223,0.0067958,-0.00391708,0.00353951,2.58225
-0.570426,-0.00138546,0.000808817,-0.000728546,2.58188,0.00673783,-0.00388461,0.00350503,2.58189
-0.57887,-0.00138784,0.00079795,-0.000733302,2.58192,0.0066782,-0.00385149,0.00347428,2.58193
-0.58196,-0.00133622,0.000796269,-0.000716697,2.5821,0.0066197,-0.00381942,0.00344387,2.58211
-0.58205,-0.00134756,0.000804769,-0.000694243,2.58213,0.00656209,-0.00378598,0.00341316,2.58214
-0.578565,-0.00133135,0.000776223,-0.000686728,2.58202,0.00650548,-0.00375571,0.00338354,2.58203
-0.573751,-0.00131798,0.000772519,-0.000706383,2.58192,0.00645046,-0.00372313,0.00335472,2.58194
-0.581599,-0.00129966,0.000745451,-0.000659378,2.58206,0.00639403,-0.00368923,0.00332437,2.58207
-0.581617,-0.0013253,0.000755738,-0.000677975,2.58211,0.00633758,-0.00365563,0.00329571,2.58213
-0.575913,-0.00128524,0.000725435,-0.000664964,2.58231,0.0062803,-0.00362365,0.00326688,2.58232
-0.564494,-0.00126523,0.000723456,-0.000664579,2.58193,0.006225,-0.00359136,0.00323875,2.58195
-0.566162,-0.0012807,0.000736685,-0.000648941,2.58189,0.00616915,-0.00355861,0.00321162,2.5819
-0.58632,-0.00124417,0.000740792,-0.000659965,2.58187,0.00611498,-0.00352991,0.00318427,2.58188
-0.582949,-0.001241,0.000713552,-0.000642268,2.58224,0.0060609,-0.00349903,0.00315645,2.58226
-0.569949,-0.00120958,0.00071796,-0.000632241,2.58226,0.00600595,-0.00346915,0.00312794,2.58227
-0.575223,-0.00121826,0.000724915,-0.00066331,2.5824,0.00595456,-0.00344095,0.00310294,2.58241
-0.577662,-0.00121202,0.000694957,-0.000615399,2.58214,0.0059011,-0.00341079,0.00307444,2.58215
-0.571304,-0.00119383,0.000693533,-0.000624336,2.58209,0.0058487,-0.00338202,0.00304817,2.5821
-0.579337,-0.00121701,0.000674051,-0.00062653,2.58217,0.00579736,-0.00335274,0.00302045,2.58218
-0.585786,-0.00118779,0.000686793,-0.000616453,2.58212,0.00574528,-0.00332284,0.00299345,2.58213
-0.57402,-0.00116149,0.000665002,-0.000613397,2.5818,0.00569388,-0.00329364,0.00296718,2.58181
-0.581466,-0.00117342,0.000699942,-0.00058833,2.58196,0.0056447,-0.0032674,0.00294053,2.58197
-0.573535,-0.00114774,0.000646449,-0.000565568,2.58173,0.0055958,-0.00323923,0.00291364,2.58174
-0.571628,-0.00113298,0.000666276,-0.000610111,2.58182,0.0055467,-0.0032134,0.00288966,2.58183
-0.574963,-0.00112332,0.000652145,-0.000566665,2.5822,0.00549733,-0.00318438,0.00286485,2.58221
-0.571084,-0.00111833,0.000656458,-0.000581124,2.58196,0.00544571,-0.00315619,0.00284216,2.58197
-0.571981,-0.00109561,0.000644043,-0.000567346,2.58224,0.00539957,-0.00312803,0.00281926,2.58224
-0.576752,-0.00110749,0.000642973,-0.000548975,2.58227,0.00535181,-0.00310096,0.00279484,2.58228
